icd_title,clean_synonym,only_nouns,non_nouns,adjectives
Allergic purpura,vaskulitis hypersensitivitäts,vaskulitis,hypersensitivitäts,
Allergic purpura,vaskulitis leukozytoklastische,vaskulitis,leukozytoklastische,leukozytoklastische
Allergic purpura,vaskulitis leukozytoklastische kutane,vaskulitis kutane,leukozytoklastische,leukozytoklastische
OPEN WOUND OF MOUTH NOS,offene wunde des mundes nicht spezifizierte stelle ohne komplikation,wunde mundes stelle komplikation,offene des nicht spezifizierte ohne,
Benign neoplasm of esophagus,gutartige neubildung der speiseroehre,neubildung speiseroehre,gutartige der,
Benign neoplasm of esophagus,gutartige neubildung des oesophagus,neubildung oesophagus,gutartige des,
Benign neoplasm of esophagus,gutartige neubildung oesophagus,neubildung oesophagus,gutartige,gutartige
Benign neoplasm of esophagus,oesophagustumor gutartig,oesophagustumor,gutartig,
OTH CURR COND-POSTPARTUM,sonstige bestehende anderenorts zu klassifizierende erkrankungen der mutter postpartal,erkrankungen mutter,sonstige bestehende anderenorts zu klassifizierende der postpartal,sonstige bestehende
OTH CURR COND-ANTEPARTUM,sonstige bestehende anderenorts zu klassifizierende erkrankungen der mutter antepartal,erkrankungen mutter,sonstige bestehende anderenorts zu klassifizierende der antepartal,sonstige bestehende
DERMATITIS NOS,kontaktdermatitis und sonstige ekzeme unbekannte ursache,kontaktdermatitis ekzeme ursache,und sonstige unbekannte,sonstige
EXCESSIVE MENSTRUATION,epimenorrhagie,epimenorrhagie,,
EXCESSIVE MENSTRUATION,exzessive oder haeufige menstruation,menstruation,exzessive oder haeufige,exzessive haeufige
EXCESSIVE MENSTRUATION,hyperpolymenorrhoe,,hyperpolymenorrhoe,
EXCESSIVE MENSTRUATION,polymenorrhagie,polymenorrhagie,,
"FX CLAVICL, ACROM END-CL",geschlossene fraktur des akromialen endes des schluesselbeins,fraktur endes schluesselbeins,geschlossene des akromialen des,akromialen
HYPOSMOLALITY/HYPONATREMIA,hypoosmolalitaet und oder hyponatriaemie,hyponatriaemie,hypoosmolalitaet und oder,
SECOND MALIG NEO LIVER,boesartige neubildung der leber beschrieben als sekundaer,neubildung leber sekundaer,boesartige der beschrieben als,
SECOND MALIG NEO LIVER,hepatische metastasen,metastasen,hepatische,hepatische
SECOND MALIG NEO LIVER,krebs der leber sekundaer,krebs,der leber sekundaer,sekundaer
SECOND MALIG NEO LIVER,lebermetastasen,,lebermetastasen,
SECOND MALIG NEO LIVER,neubildung der leber mit metastasen,neubildung leber metastasen,der mit,
SECOND MALIG NEO LIVER,sekundaere boesartige neubildung der leber,neubildung leber,sekundaere boesartige der,sekundaere
COMP D/TO GRAFT/IMPLANT,sonstig komplikationen durch sonstige interne prothesische hilfsmittel implantate u transplantate,komplikationen hilfsmittel implantate u,sonstig durch sonstige interne prothesische transplantate,sonstige interne prothesische
VASC INSUFF INTEST NOS,darmischaemie,darmischaemie,,
VASC INSUFF INTEST NOS,intestinale ischaemie,ischaemie,intestinale,
VASC INSUFF INTEST NOS,intestinale minderdurchblutung,minderdurchblutung,intestinale,
VASC INSUFF INTEST NOS,ischaemie darm,ischaemie darm,,
VASC INSUFF INTEST NOS,ischaemie intestinal,ischaemie intestinal,,
VASC INSUFF INTEST NOS,nicht spezifizierte vaskulaere insuffizienz des darms,insuffizienz darms,nicht spezifizierte vaskulaere des,spezifizierte
VASC INSUFF INTEST NOS,vaskulaere insuffizienz des darms,insuffizienz darms,vaskulaere des,
VASC INSUFF INTEST NOS,vaskulaere insuffizienz des darms nicht spezifiziert,insuffizienz darms,vaskulaere des nicht spezifiziert,
PELVIC FRACTURE NOS-CLOS,bruch des beckens nicht spezifiziert geschlossen,bruch beckens,des nicht spezifiziert geschlossen,
PELVIC FRACTURE NOS-CLOS,nicht spezifizierte geschlossene fraktur des beckens,fraktur beckens,nicht spezifizierte geschlossene des,spezifizierte
TRAUMATIC SUBDURAL HEM,subdurale blutung nach verl ohne erw off intkran wunde mit bsz unspez,blutung verl off wunde bsz unspez,subdurale nach ohne erw intkran mit,
FX LUMBAR VERTEBRA-CLOSE,geschlossene fraktur der lendenwirbelsaeule ohne erwaehnung einer rueckenmarklaesion,fraktur lendenwirbelsaeule erwaehnung rueckenmarklaesion,geschlossene der ohne einer,
FX LUMBAR VERTEBRA-CLOSE,geschlossene fraktur der lendenwirbelsaeule ohne erwaehnung einer rueckenmarkverletzung,fraktur lendenwirbelsaeule erwaehnung rueckenmarkverletzung,geschlossene der ohne einer,
Unspecified coma,bewusstlos,,bewusstlos,
Unspecified coma,bewusstlosigkeit,bewusstlosigkeit,,
Unspecified coma,bewusstlosigkeit koma,bewusstlosigkeit koma,,
Unspecified coma,bewusstseinsverlust,bewusstseinsverlust,,
Unspecified coma,bewusstseinsverlust beim erwachen,bewusstseinsverlust,beim erwachen,erwachen
Unspecified coma,bewußtloser zustand,zustand,bewußtloser,
Unspecified coma,bewußtlosigkeit,bewußtlosigkeit,,
Unspecified coma,bewußtsein verlust des,verlust,bewußtsein des,
Unspecified coma,coma,coma,,
Unspecified coma,koma,koma,,
Unspecified coma,koma nnb,koma,nnb,
Unspecified coma,koma nnb,koma,nnb,
Unspecified coma,koma nicht naeher bezeichnet,koma,nicht naeher bezeichnet,
Unspecified coma,komatoes,komatoes,,
Unspecified coma,komatös,komatös,,
Unspecified coma,loc,,loc,
Unspecified coma,verlorenes bewusstsein,,verlorenes bewusstsein,
Unspecified coma,verlust des bewusstseins,verlust bewusstseins,des,
SUBDURAL HEM W/O COMA,subdurale blutung nach verl ohne erwaehn off intkran wunde ohne bsv,blutung verl off wunde bsv,subdurale nach ohne erwaehn intkran ohne,
INTESTINAL OBSTRUCT NOS,darmobstruktion,darmobstruktion,,
INTESTINAL OBSTRUCT NOS,darmobstruktion nnb,darmobstruktion,nnb,
INTESTINAL OBSTRUCT NOS,darmverschluss,darmverschluss,,
INTESTINAL OBSTRUCT NOS,darmverschluß,darmverschluß,,
INTESTINAL OBSTRUCT NOS,nicht spezifizierte intestinale obstruktion,obstruktion,nicht spezifizierte intestinale,spezifizierte
INTESTINAL OBSTRUCT NOS,obstruktion des darms,obstruktion darms,des,
INTESTINAL OBSTRUCT NOS,obstruktion intestinal,obstruktion intestinal,,
"Disease of anus and rectum, unspecified",krankheit des anus und des rektums nicht naeher bezeichnet,krankheit anus rektums,des und des nicht naeher bezeichnet,
Infarction of spleen,infarkt der milz,milz,infarkt der,
Infarction of spleen,infarzierung der milz,infarzierung milz,der,
Infarction of spleen,milzinfarkt,,milzinfarkt,
Infarction of spleen,milztorsion,milztorsion,,
Hypoxemia,hypoxaemie,hypoxaemie,,
Hypoxemia,hypoxämie,hypoxämie,,
END STAGE RENAL DISEASE,chronische niereninsuffizienz,niereninsuffizienz,chronische,chronische
END STAGE RENAL DISEASE,chronische niereninsuffizienz nicht naeher bezeichnet,niereninsuffizienz,chronische nicht naeher bezeichnet,
END STAGE RENAL DISEASE,chronisches nierenversagen,,chronisches nierenversagen,chronisches
END STAGE RENAL DISEASE,esrd,esrd,,
END STAGE RENAL DISEASE,nierenkrankheit endstadium,nierenkrankheit endstadium,,
END STAGE RENAL DISEASE,nierenversagen chronisch,,nierenversagen chronisch,
END STAGE RENAL DISEASE,nierenversagen chronisches,chronisches,nierenversagen,
END STAGE RENAL DISEASE,renales versagen chronic,versagen chronic,renales,
END STAGE RENAL DISEASE,renales versagen chronisches,versagen chronisches,renales,
END STAGE RENAL DISEASE,renales versagen endstadium,endstadium,renales versagen,renales
END STAGE RENAL DISEASE,terminale nierenerkrankung,nierenerkrankung,terminale,
END STAGE RENAL DISEASE,terminale nierenerkrankung esrd,nierenerkrankung esrd,terminale,
END STAGE RENAL DISEASE,terminale niereninsuffizienz,niereninsuffizienz,terminale,
END STAGE RENAL DISEASE,terminales nierenversagen,,terminales nierenversagen,
"LEUKOCYTOSIS, UNSPECIFIED ",leukozytose,leukozytose,,
"LEUKOCYTOSIS, UNSPECIFIED ",leukozytose nnb,leukozytose,nnb,
SPRAIN OF NECK,nackenverstauchung,nackenverstauchung,,
HYPOVOLEMIA,depletion des volumens,depletion volumens,des,
HYPOVOLEMIA,hypovolaemie,hypovolaemie,,
HYPOVOLEMIA,hypovolämie,hypovolämie,,
HYPOVOLEMIA,oligaemie,,oligaemie,
HYPOVOLEMIA,volumenmangel,,volumenmangel,
FX MULT RIBS NOS-CLOSED,geschlossene fraktur mehrerer rippen nicht spezifiziert,fraktur rippen,geschlossene mehrerer nicht spezifiziert,geschlossene
Paraphimosis,capistratio,,capistratio,
Paraphimosis,kapistration,kapistration,,
Paraphimosis,paraphimose,,paraphimose,paraphimose
Paraphimosis,spanischer kragen,kragen,spanischer,
CHRONIC SINUSITIS NOS,chronische sinusitis,sinusitis,chronische,chronische
CHRONIC SINUSITIS NOS,chronische sinusitis nicht naeher bezeichnet,sinusitis,chronische nicht naeher bezeichnet,
CHRONIC SINUSITIS NOS,chronische sinusitis nicht spezifiziert,sinusitis,chronische nicht spezifiziert,
CHRONIC SINUSITIS NOS,nicht spezifizierte sinusitis chronisch,sinusitis,nicht spezifizierte chronisch,
CHRONIC SINUSITIS NOS,sinusitis chronisch nnb,sinusitis,chronisch nnb,
Acute stress reaction,akute belastungsreaktion,belastungsreaktion,akute,akute
Acute stress reaction,akute belastungsstörungen,belastungsstörungen,akute,akute
Acute stress reaction,akute reaktion auf stress,reaktion,akute auf stress,
Acute stress reaction,akute reaktion auf stress nicht spezifiziert,reaktion stress,akute auf nicht spezifiziert,akute
Acute stress reaction,akute stressreaktion,stressreaktion,akute,akute
Acute stress reaction,akute traumatische belastungsstörungen,belastungsstörungen,akute traumatische,akute traumatische
Acute stress reaction,belastungsreaktion akute,belastungsreaktion,akute,akute
Acute stress reaction,belastungsstörungen akute,,belastungsstörungen akute,akute
Acute stress reaction,belastungsstörungen traumatische akute,,belastungsstörungen traumatische akute,traumatische akute
Acute stress reaction,kampfmuedigkeit,kampfmuedigkeit,,
Acute stress reaction,nicht spezifizierte akute reaktion auf stress,reaktion,nicht spezifizierte akute auf stress,spezifizierte akute
TRAUM SUBARACHNOID HEM,subarachnoidalblutung nach verl ohne erwaehn off intkran wunde mit bsz unspez,subarachnoidalblutung verl off wunde bsz unspez,nach ohne erwaehn intkran mit,
"Disorder of kidney and ureter, unspecified",akute niereninsuffizienz,niereninsuffizienz,akute,akute
"Disorder of kidney and ureter, unspecified",akute renale insuffizienz,insuffizienz,akute renale,akute renale
"Disorder of kidney and ureter, unspecified",erkrankung der niere,erkrankung,der niere,niere
"Disorder of kidney and ureter, unspecified",erkrankung der nieren nnb,erkrankung nieren,der nnb,
"Disorder of kidney and ureter, unspecified",krankheit der niere und des ureters nicht naeher bezeichnet,krankheit ureters,der niere und des nicht naeher bezeichnet,niere
"Disorder of kidney and ureter, unspecified",nephropathie,,nephropathie,
"Disorder of kidney and ureter, unspecified",nephropathie nnb,,nephropathie nnb,
"Disorder of kidney and ureter, unspecified",nephropathien,nephropathien,,
"Disorder of kidney and ureter, unspecified",nierenerkrankung,nierenerkrankung,,
"Disorder of kidney and ureter, unspecified",niereninsuffizienz akute,niereninsuffizienz,akute,akute
"Disorder of kidney and ureter, unspecified",nierenkrankheit,,nierenkrankheit,
"Disorder of kidney and ureter, unspecified",nierenkrankheiten,,nierenkrankheiten,
"Disorder of kidney and ureter, unspecified",renale insuffizienz akute,insuffizienz,renale akute,renale akute
"Disorder of kidney and ureter, unspecified",unspezifische erkrankung von niere und harnleiter,erkrankung,unspezifische von niere und harnleiter,niere
"Inflammatory disease of prostate, unspecified",entzuendliche krankheit der prostata nicht naeher bezeichnet,krankheit prostata,entzuendliche der nicht naeher bezeichnet,
"Inflammatory disease of prostate, unspecified",entzuendliche krankheiten der prostata,krankheiten prostata,entzuendliche der,
"Inflammatory disease of prostate, unspecified",entzuendungskrankheiten der prostata,prostata,entzuendungskrankheiten der,
"Inflammatory disease of prostate, unspecified",prostataentzündung,prostataentzündung,,
"Inflammatory disease of prostate, unspecified",prostatitis,prostatitis,,
"Inflammatory disease of prostate, unspecified",prostatitis nicht spezifiziert,prostatitis,nicht spezifiziert,
"Inflammatory disease of prostate, unspecified",urethroprostatitis,urethroprostatitis,,
VENOUS INSUFFICIENCY NOS,veneninsuffizienz,veneninsuffizienz,,
VENOUS INSUFFICIENCY NOS,veneninsuffizienz peripher nicht spezifiziert,veneninsuffizienz,peripher nicht spezifiziert,
VENOUS INSUFFICIENCY NOS,venoese periphere insuffizienz,venoese insuffizienz,periphere,
ALZHEIMER'S DISEASE,alzheimer krankheit,krankheit,alzheimer,
ALZHEIMER'S DISEASE,alzheimer krankheit nicht naeher bezeichnet,krankheit,alzheimer nicht naeher bezeichnet,
ALZHEIMER'S DISEASE,alzheimersche erkrankung,erkrankung,alzheimersche,alzheimersche
ALZHEIMER'S DISEASE,dementia senilis,dementia senilis,,
ALZHEIMER'S DISEASE,demenz vom alzheimer typ nnb,demenz alzheimer typ,vom nnb,
ALZHEIMER'S DISEASE,demenz vom alzheimertyp,demenz alzheimertyp,vom,
ALZHEIMER'S DISEASE,demenz alzheimer typ,demenz alzheimer typ,,
ALZHEIMER'S DISEASE,demenz primär degenerative senile,demenz senile,primär degenerative,degenerative
ALZHEIMER'S DISEASE,demenz senile,demenz,senile,
ALZHEIMER'S DISEASE,primär degenerative senile demenz,senile demenz,primär degenerative,degenerative
ALZHEIMER'S DISEASE,senile demenz alzheimer typ,senile demenz alzheimer typ,,
SCHIZOAFFECTIVE-UNSPEC,schizoaffektive form der schizophrenie nicht spezifizierter zustand,form schizophrenie zustand,schizoaffektive der nicht spezifizierter,
INSOMNIA NEC,gestoerter schlaf,schlaf,gestoerter,
INSOMNIA NEC,gestoerter schlaf schlaflosigkeit,gestoerter schlaf schlaflosigkeit,,
INSOMNIA NEC,insomnia,insomnia,,
INSOMNIA NEC,insomnie,insomnie,,
INSOMNIA NEC,schlaflosigkeit,schlaflosigkeit,,
INSOMNIA NEC,schlaflosigkeit nnb,schlaflosigkeit,nnb,
Periorbital cellulitis,periorbitale zellulitis,zellulitis,periorbitale,periorbitale
Periorbital cellulitis,praeseptale zellulitis,zellulitis,praeseptale,praeseptale
FX ANKLE NOS-CLOSED,bruch des knoechels nicht spezifiziert geschlossen,bruch knoechels,des nicht spezifiziert geschlossen,
FX ANKLE NOS-CLOSED,nicht spezifizierter bruch des knoechels geschlossen,bruch knoechels,nicht spezifizierter des geschlossen,
"Other pneumonia, unspecified organism",sonstige pneumonie erreger nicht naeher bezeichnet,pneumonie,sonstige erreger nicht naeher bezeichnet,sonstige
Oth local infections of the skin and subcutaneous tissue,sonstige naeher bezeichnete lokale infektionen der haut und der unterhaut,naeher infektionen haut,sonstige bezeichnete lokale der und der unterhaut,sonstige bezeichnete
Oth local infections of the skin and subcutaneous tissue,sonstige spezifische lokale infektionen von haut und unterhautgewebe,infektionen,sonstige spezifische lokale von haut und unterhautgewebe,sonstige spezifische
SEPSIS ,blutstrominfektion,blutstrominfektion,,
SEPSIS ,blutvergiftung,blutvergiftung,,
SEPSIS ,infektion systemisch,infektion,systemisch,
SEPSIS ,sepsis,sepsis,,
SEPSIS ,sepsis nnb,sepsis,nnb,
SEPSIS ,systemische infektion,infektion,systemische,systemische
SPRAIN THORACIC REGION,thoraxverstauchung,thoraxverstauchung,,
Other specified disorders of male genital organs,sonstige naeher bezeichnete krankheiten der maennlichen genitalorgane,bezeichnete krankheiten genitalorgane,sonstige naeher der maennlichen,sonstige maennlichen
Other specified disorders of male genital organs,sonstige spezifische erkrankung der maennlichen geschlechtsorgane,erkrankung geschlechtsorgane,sonstige spezifische der maennlichen,sonstige maennlichen
Other specified disorders of male genital organs,sonstige spezifische erkrankungen der maennlichen geschlechtsorgane,erkrankungen geschlechtsorgane,sonstige spezifische der maennlichen,sonstige maennlichen
"EDEMA, MALE GENITAL ORGN",oedem der maennlichen geschlechtsorgane,geschlechtsorgane,oedem der maennlichen,maennlichen
"EDEMA, MALE GENITAL ORGN",oedem im maennlichen genitalbereich,genitalbereich,oedem im maennlichen,maennlichen
DISLOCATION OF PROSTHETIC JOINT,luxation der gelenkprothese,luxation gelenkprothese,der,
JAUNDICE NOS,gelbsucht nicht spezifiziert nicht beim neugeborenen,gelbsucht,nicht spezifiziert nicht beim neugeborenen,neugeborenen
PANCREATIC DISEASE NOS,erkrankung des pankreas,erkrankung pankreas,des,
PANCREATIC DISEASE NOS,erkrankungen der bauchspeicheldruese,bauchspeicheldruese,erkrankungen der,
PANCREATIC DISEASE NOS,erkrankungen der bauchspeicheldruese nnb,erkrankungen bauchspeicheldruese,der nnb,
PANCREATIC DISEASE NOS,krankheit des pankreas nicht naeher bezeichnet,krankheit pankreas,des nicht naeher bezeichnet,
PANCREATIC DISEASE NOS,nicht spezifizierte erkrankung der bauchspeicheldruese,erkrankung bauchspeicheldruese,nicht spezifizierte der,
PANCREATIC DISEASE NOS,pankreaskrankheiten,,pankreaskrankheiten,
Hypo-osmolality and hyponatremia,hyponatriaemie,hyponatriaemie,,
Hypo-osmolality and hyponatremia,hyponatriaemie syndrom,hyponatriaemie syndrom,,
