ATC-Bedeutung,ATC-Bedeutung_cleaned
"Fencarbamid, Kombinationen",fencarbamid
Fenchelfrüchte,fenchelfruechte
Fendilin,fendilin
Fenetyllin,fenetyllin
Fenfluramin,fenfluramin
Fenipentol,fenipentol
Fenofibrat,fenofibrat
Fenoldopam,fenoldopam
Fenoprofen,fenoprofen
Fenoterol,fenoterol
"Fenoterol und Cromoglicinsäure, Dinatriumsalz",fenoterol cromoglicinsaeure dinatriumsalz
Fenoterol und Ipratropiumbromid,fenoterol ipratropiumbromid
Fenoverin,fenoverin
Fenoxazolin,fenoxazolin
Fenozolon,fenozolon
Fenpipran,fenpipran
Fenpiverinium,fenpiverinium
Fenquizon,fenquizon
Fenspirid,fenspirid
Fentanyl,fentanyl
Fentiazac,fentiazac
Fenticonazol,fenticonazol
Fentonium,fentonium
Fenyramidol,fenyramidol
Feprazon,feprazon
Ferristen,ferristen
Ferrum phosphoricum,ferrum phosphoricum
Fertilitäts-Teststreifen,fertilitaets teststreifen
Ferumoxsil,ferumoxsil
Fesoterodin,fesoterodin
Fette in Kombination mit Vitaminen,fette kombination vitaminen
"Fette, Kombinationen",fette
"Fette/Kohlenhydrate/Proteine/Mineralstoffe/Vitamine, 
Kombinationen",fette kohlenhydrate proteine mineralstoffe vitamine
Fett-Emulsionen,fett emulsionen
Fexapotid,fexapotid
Fexinidazol,fexinidazol
Fexofenadin,fexofenadin
Fexuprazan,fexuprazan
Fezolinetant,fezolinetant
(125I)Fibrinogen,fibrinogen
"Fibrinogen, human",fibrinogen human
Fibrinolysin,fibrinolysin
Fibrinolysin und Desoxyribonuclease,fibrinolysin desoxyribonuclease
Fichtennadelöl,fichtennadeloel
Fidanacogen elaparvovec,fidanacogen elaparvovec
Fidaxomicin,fidaxomicin
Filgotinib,filgotinib
Filgrastim,filgrastim
Fimasartan,fimasartan
Fimasartan und Amlodipin,fimasartan amlodipin
Fimasartan und Diuretika,fimasartan diuretika
Finasterid,finasterid
Finasterid und Tadalafil,finasterid tadalafil
Finerenon,finerenon
Fingolimod,fingolimod
Fipexid,fipexid
Flavoxat,flavoxat
Flecainid,flecainid
Fleischextrakt,fleischextrakt
Fleroxacin,fleroxacin
Flibanserin,flibanserin
Fliegenlarven,fliegenlarven
Floctafenin,floctafenin
Flomoxef,flomoxef
Florbetaben(18F),florbetaben
Florbetapir(18F),florbetapir
Flortaucipir (18F),flortaucipir
Flosequinan,flosequinan
Flotufolastat(18F),flotufolastat
Floxuridin,floxuridin
Fluanison,fluanison
Flubendazol,flubendazol
Fluciclovin (18F),fluciclovin
Fluclorolon,fluclorolon
Flucloxacillin,flucloxacillin
Fluconazol,fluconazol
Flucytosin,flucytosin
Fludarabin,fludarabin
Fludeoxyglucose(18F),fludeoxyglucose
Fludiazepam,fludiazepam
Fludrocortison,fludrocortison
Fludrocortison und Antiinfektiva,fludrocortison antiinfektiva
Fludroxycortid,fludroxycortid
Fludroxycortid und Antibiotika,fludroxycortid antibiotika
Fludroxycortid und Antiseptika,fludroxycortid antiseptika
Flufenaminsäure,flufenaminsaeure
Fluindion,fluindion
Flumazenil,flumazenil
Flumedroxon,flumedroxon
Flumequin,flumequin
Flumetason,flumetason
Flumetason und Antibiotika,flumetason antibiotika
Flumetason und Antiinfektiva,flumetason antiinfektiva
Flumetason und Antiseptika,flumetason antiseptika
Flunarizin,flunarizin
Flunisolid,flunisolid
Flunitrazepam,flunitrazepam
Flunoxaprofen,flunoxaprofen
Fluocinolonacetonid,fluocinolonacetonid
Fluocinolonacetonid und Antibiotika,fluocinolonacetonid antibiotika
Fluocinolonacetonid und Antiinfektiva,fluocinolonacetonid antiinfektiva
Fluocinolonacetonid und Antiseptika,fluocinolonacetonid antiseptika
Fluocinolonacetonid und Ciprofloxacin,fluocinolonacetonid ciprofloxacin
Fluocinonid,fluocinonid
Fluocinonid und Antibiotika,fluocinonid antibiotika
Fluocortin,fluocortin
Fluocortolon,fluocortolon
Fluocortolon und Antibiotika,fluocortolon antibiotika
Fluocortolon und Antiinfektiva,fluocortolon antiinfektiva
Fluocortolon und Antiseptika,fluocortolon antiseptika
Fluorescein,fluorescein
Fluorocarbon-Blutersatzmittel,fluorocarbon blutersatzmittel
Fluorocholin(18F),fluorocholin
Fluorodopa(18F),fluorodopa
Fluoroestradiol (18F),fluoroestradiol
Fluoroethylcholin(18F),fluoroethylcholin
Fluoroethyl-L-tyrosin (18F),fluoroethyl tyrosin
Fluorometholon,fluorometholon
Fluorometholon und Antibiotika,fluorometholon antibiotika
Fluorometholon und Antiinfektiva,fluorometholon antiinfektiva
Fluorometholon und Mydriatika,fluorometholon mydriatika
Fluorouracil,fluorouracil
Fluorsilan,fluorsilan
Fluor(18F)PSMA-1007,fluor psma
Fluostigmin,fluostigmin
Fluoxetin,fluoxetin
Fluoxetin und Psycholeptika,fluoxetin psycholeptika
Fluoxymesteron,fluoxymesteron
Flupentixol,flupentixol
Fluperolon,fluperolon
Fluphenazin,fluphenazin
Flupirtin,flupirtin
Flupredniden,flupredniden
Flupredniden und Antibiotika,flupredniden antibiotika
Flupredniden und Antiseptika,flupredniden antiseptika
Flurazepam,flurazepam
Flurbiprofen,flurbiprofen
Flurithromycin,flurithromycin
Fluspirilen,fluspirilen
Flutamid,flutamid
Flutemetamol(18F),flutemetamol
Fluticason,fluticason
Fluticason und Azelastin,fluticason azelastin
Fluticasonfuroat,fluticasonfuroat
Flutrimazol,flutrimazol
Fluvastatin,fluvastatin
Fluvoxamin,fluvoxamin
Follitropin alfa,follitropin alfa
Follitropin beta,follitropin beta
Follitropin delta,follitropin delta
Folsäure,folsaeure
Fomepizol,fomepizol
Fominoben,fominoben
Fomivirsen,fomivirsen
"Fomocain, Kombinationen",fomocain
Fondaparinux,fondaparinux
Formaldehyd,formaldehyd
Formestan,formestan
Formocortal,formocortal
Formoterol,formoterol
"Formoterol, Glycopyrroniumbromid und Beclometason",formoterol glycopyrroniumbromid beclometason
"Formoterol, Glycopyrroniumbromid und Budesonid",formoterol glycopyrroniumbromid budesonid
Formoterol und Aclidiniumbromid,formoterol aclidiniumbromid
Formoterol und Beclometason,formoterol beclometason
Formoterol und Budesonid,formoterol budesonid
Formoterol und Fluticason,formoterol fluticason
Formoterol und Glycopyrroniumbromid,formoterol glycopyrroniumbromid
Formoterol und Mometason,formoterol mometason
Formoterol und Tiotropiumbromid,formoterol tiotropiumbromid
Formylsulfisomidin,formylsulfisomidin
Fosamprenavir,fosamprenavir
Foscarnet,foscarnet
Fosdenopterin,fosdenopterin
Fosfestrol,fosfestrol
Fosfocreatin,fosfocreatin
Fosfomycin,fosfomycin
Fosfonet,fosfonet
Fosinopril,fosinopril
Fosinopril und Diuretika,fosinopril diuretika
Fosinopril und Hydrochlorothiazid,fosinopril hydrochlorothiazid
Foslevodopa und Decarboxylasehemmer,foslevodopa decarboxylasehemmer
Foslevodopa und Foscarbidopa,foslevodopa foscarbidopa
Fosphenytoin,fosphenytoin
Fosravuconazol,fosravuconazol
Fostamatinib,fostamatinib
Fostemsavir,fostemsavir
Fotemustin,fotemustin
Framycetin,framycetin
Fremanezumab,fremanezumab
Frovatriptan,frovatriptan
Fructose,fructose
"Fructose-1,6-diphosphat",fructose diphosphat
Fruquintinib,fruquintinib
FSH-Testzone,fsh testzone
"FSME, inaktiviert, ganzes Virus",fsme inaktiviert ganzes virus
FSME-Immunglobulin,fsme immunglobulin
Ftivazid,ftivazid
Fucus vesiculosus,fucus vesiculosus
Fulvestrant,fulvestrant
Fumagillin,fumagillin
Fumarsäure,fumarsaeure
"Fumarsäure-Derivate, Kombinationen",fumarsaeure derivate
Furazidin,furazidin
Furazolidon,furazolidon
Furosemid,furosemid
Furosemid und Amilorid,furosemid amilorid
Furosemid und Kalium,furosemid kalium
Furosemid und Kalium sparende Mittel,furosemid kalium sparende mittel
Furosemid und Triamteren,furosemid triamteren
Fursultiamin,fursultiamin
Fusafungin,fusafungin
Fusidinsäure,fusidinsaeure
Futibatinib,futibatinib
Gabapentin,gabapentin
Gadobensäure,gadobensaeure
Gadobutrol,gadobutrol
Gadodiamid,gadodiamid
Gadofosveset,gadofosveset
Gadopentetsäure,gadopentetsaeure
Gadopiclenol,gadopiclenol
Gadoteridol,gadoteridol
Gadotersäure,gadotersaeure
Gadoversetamid,gadoversetamid
Gadoxetsäure,gadoxetsaeure
Galactose,galactose
Galactose-Mikropartikel,galactose mikropartikel
Galantamin,galantamin
Galcanezumab,galcanezumab
Galgantwurzelstock,galgantwurzelstock
Gallamin,gallamin
Gallentherapeutika in Kombination mit Spasmolytika,gallentherapeutika kombination spasmolytika
Gallium(67Ga)citrat,gallium ga citrat
Gallium(68Ga)edotreotid,gallium ga edotreotid
Gallium(68Ga)gozetotid,gallium ga gozetotid
Gallopamil,gallopamil
Galsulfase,galsulfase
Gamolensäure,gamolensaeure
Ganaxolon,ganaxolon
Ganciclovir,ganciclovir
Gangliosidgemisch,gangliosidgemisch
Ganirelix,ganirelix
Gänsefingerkraut,gaensefingerkraut
Garadacimab,garadacimab
Garenoxacin,garenoxacin
Gasbrand-Serum,gasbrand serum
Gatifloxacin,gatifloxacin
Gaxilose,gaxilose
Gedocarnil,gedocarnil
Gefapixant,gefapixant
Gefarnat,gefarnat
"Gefarnat, Kombinationen mit Psycholeptika",gefarnat psycholeptika
Gefäße und Behältnisse mit PZN,gefaesse behaeltnisse pzn
Gefitinib,gefitinib
Gelatine,gelatine
Gelatine-haltige Mittel,gelatine mittel
"Gelbfieber, lebend abgeschwächt",gelbfieber lebend abgeschwaecht
Gemcitabin,gemcitabin
Gemeprost,gemeprost
Gemfibrozil,gemfibrozil
Gemifloxacin,gemifloxacin
Gemigliptin,gemigliptin
Gemigliptin und Dapagliflozin,gemigliptin dapagliflozin
Gemigliptin und Rosuvastatin,gemigliptin rosuvastatin
Gemtuzumab ozogamicin,gemtuzumab ozogamicin
Gentamicin,gentamicin
Gepefrin,gepefrin
Gepiron,gepiron
Gepotidacin,gepotidacin
Gerbstoffe,gerbstoffe
Gerinnungsparameter,gerinnungsparameter
Gesamtgallensäuren (Fel tauri),gesamtgallensaeuren fel tauri
"Gesamtgallensäuren, Kombinationen",gesamtgallensaeuren
Gestoden und Ethinylestradiol,gestoden ethinylestradiol
Gestonoron,gestonoron
Gestrinon,gestrinon
Gilteritinib,gilteritinib
Ginkgo-biloba-Blätter-Trockenextrakt**,ginkgo biloba blaetter trockenextrakt
Ginsengwurzel,ginsengwurzel
Gitoformat,gitoformat
Givinostat,givinostat
Givosiran,givosiran
Glafenin,glafenin
Glandulae parathyreoidea,glandulae parathyreoidea
Glasdegib,glasdegib
Glatirameracetat,glatirameracetat
Glecaprevir und Pibrentasvir,glecaprevir pibrentasvir
Glibenclamid,glibenclamid
Glibornurid,glibornurid
Gliclazid,gliclazid
Glimepirid,glimepirid
Glimepirid und Pioglitazon,glimepirid pioglitazon
Glimepirid und Rosiglitazon,glimepirid rosiglitazon
Glipizid,glipizid
Gliquidon,gliquidon
Glisoxepid,glisoxepid
Glockenbilsenkrautwurzelstock,glockenbilsenkrautwurzelstock
Glofitamab,glofitamab
Glucagon,glucagon
Glucarpidase,glucarpidase
Glucosamin,glucosamin
Glucose,glucose
"Glucose-Keton-Testzone, Urin",glucose keton testzone urin
"Glucose-Testzone, Blut",glucose testzone blut
"Glucose-Testzone, Urin",glucose testzone urin
Glukosaminoglycanpolysulfat,glukosaminoglycanpolysulfat
Glutamin,glutamin
Glutaminsäure,glutaminsaeure
Glutaminsäurehydrochlorid,glutaminsaeurehydrochlorid
Glutaral,glutaral
Glutathion,glutathion
Glutethimid,glutethimid
Glycerol,glycerol
Glycerolphenylbutyrat,glycerolphenylbutyrat
Glyceroltrinitrat,glyceroltrinitrat
Glycin,glycin
Glycobiarsol,glycobiarsol
Glycohämoglobin-Testzone,glycohaemoglobin testzone
Glycopyrronium,glycopyrronium
Glycopyrroniumbromid,glycopyrroniumbromid
Glycopyrroniumbromid und Psycholeptika,glycopyrroniumbromid psycholeptika
Glycyrrhizinsäure,glycyrrhizinsaeure
Glymidin,glymidin
Goflikicept,goflikicept
(198Au)Goldkolloid,au goldkolloid
Goldrutenkraut,goldrutenkraut
Golimumab,golimumab
Golodirsen,golodirsen
Gonadorelin,gonadorelin
Gonorrhoeae-neisseria-Testzone,gonorrhoeae neisseria testzone
Goserelin,goserelin
Govorestat,govorestat
Gramicidin,gramicidin
Granisetron,granisetron
Granulozyten,granulozyten
Granulozyten ohne Pharmazentralnummer,granulozyten pharmazentralnummer
Gräserpollen,graeserpollen
Grazoprevir,grazoprevir
Grepafloxacin,grepafloxacin
Griseofulvin,griseofulvin
Grüner Tee**,gruener tee
g-Strophanthin,strophanthin
"g-Strophanthin, Kombinationen exkl. Psycholeptika",strophanthin psycholeptika
Guacetisal,guacetisal
Guaifenesin,guaifenesin
Guajacolsulfonat,guajacolsulfonat
Guajacum,guajacum
Guajakholz,guajakholz
Guajazulen,guajazulen
Guanazodin,guanazodin
Guanethidin,guanethidin
Guanethidin und Diuretika,guanethidin diuretika
Guanfacin,guanfacin
Guanoclor,guanoclor
Guanoxabenz,guanoxabenz
Guanoxan,guanoxan
Guar-Mehl**,guar mehl
Gundelrebenkraut,gundelrebenkraut
Guselkumab,guselkumab
Gusperimus,gusperimus
Hachimycin,hachimycin
"Haemophilus influenzae B, gereinigtes Antigen konjugiert",haemophilus influenzae gereinigtes antigen konjugiert
"Haemophilus influenzae B, 
Kombinationen mit Meningokokken C, konjugiert",haemophilus influenzae meningokokken konjugiert
"Haemophilus influenzae B, 
Kombinationen mit Pertussis und Toxoiden",haemophilus influenzae pertussis toxoiden
"Haemophilus influenzae B, Kombinationen mit Toxoiden",haemophilus influenzae toxoiden
Haemophilus influenzae B und Hepatitis B,haemophilus influenzae hepatitis
Haemophilus influenzae B und Poliomyelitis,haemophilus influenzae poliomyelitis
Halazepam,halazepam
Halcinonid,halcinonid
Halcinonid und Antibiotika,halcinonid antibiotika
Halofantrin,halofantrin
Halometason,halometason
Halometason und Antiseptika,halometason antiseptika
Haloperidol,haloperidol
Haloprogin,haloprogin
Halothan,halothan
Hamamelis,hamamelis
Hamamelisblätter und -rinde,hamamelisblaetter rinde
Hämoglobin crosfumaril,haemoglobin crosfumaril
Hämoglobin glutamer (Rind),haemoglobin glutamer rind
Hämoglobin raffimer,haemoglobin raffimer
Harnsäure-Testzone,harnsaeure testzone
Harnstoff,harnstoff
Harongarinde und -blätter,harongarinde blaetter
Hausstaubmilben,hausstaubmilben
HDL-Cholesterin-Testzone,hdl cholesterin testzone
Hefe,hefe
Helicobacter-pylori-Test,helicobacter pylori test
Helium,helium
Hemin,hemin
Heparin,heparin
"Heparinoid, Kombinationen",heparinoid
Heparinoide,heparinoide
"Hepatitis A, gereinigtes Antigen",hepatitis gereinigtes antigen
"Hepatitis A, inaktiviert, ganzes Virus",hepatitis inaktiviert ganzes virus
Hepatitis-A-Immunglobulin,hepatitis immunglobulin
Heptabarbital,heptabarbital
Heptaminol,heptaminol
Hetacillin,hetacillin
Hexachlorophen,hexachlorophen
Hexafluronium,hexafluronium
Hexamidin,hexamidin
Hexaminolevulinat,hexaminolevulinat
Hexapropymate,hexapropymate
Hexetidin,hexetidin
Hexobarbital,hexobarbital
Hexobendin,hexobendin
Hexocyclium,hexocyclium
Hexoprenalin,hexoprenalin
Hexylresorcinol,hexylresorcinol
Hidrosmin,hidrosmin
Himbeerblätter,himbeerblaetter
Hirtentäschelkraut,hirtentaeschelkraut
Histaglobin,histaglobin
Histamindihydrochlorid,histamindihydrochlorid
Histaminphosphat,histaminphosphat
Histapyrrodin,histapyrrodin
Histrelin,histrelin
Homatropin,homatropin
Homatropinmethylbromid,homatropinmethylbromid
Homatropinmethylbromid und Psycholeptika,homatropinmethylbromid psycholeptika
"Homöopathische und anthroposophische Antidysmenorrhoika, 
Kombinationen",homoeopathische anthroposophische antidysmenorrhoika
"Homöopathische und anthroposophische Antipruriginosa, 
Kombinationen",homoeopathische anthroposophische antipruriginosa
"Homöopathische und anthroposophische 
Klimakteriumstherapeutika, Kombinationen",homoeopathische anthroposophische klimakteriumstherapeutika
"Homöopathische und anthroposophische Mittel bei erektiler 
Dysfunktion, Kombinationen",homoeopathische anthroposophische mittel erektiler dysfunktion
"Homöopathische und anthroposophische Urologika, 
Kombinationen",homoeopathische anthroposophische urologika
Hopfen,hopfen
Huflattichblätter,huflattichblaetter
Humane allogene mesenchymale Stromazellen,humane allogene mesenchymale stromazellen
Humanes menopausales Gonadotrophin,humanes menopausales gonadotrophin
"Humanes Papillomvirus-Impfstoff (Typen 16,18)",humanes papillomvirus impfstoff typen
Huminsäuren,huminsaeuren
Hyaluronidase,hyaluronidase
Hyaluronsäure,hyaluronsaeure
Hydralazin,hydralazin
Hydralazin und Diuretika,hydralazin diuretika
Hydrochinin,hydrochinin
Hydrochinon,hydrochinon
Hydrochlorothiazid,hydrochlorothiazid
Hydrochlorothiazid und Amilorid,hydrochlorothiazid amilorid
Hydrochlorothiazid und Kalium,hydrochlorothiazid kalium
Hydrochlorothiazid und Kalium sparende Mittel,hydrochlorothiazid kalium sparende mittel
Hydrochlorothiazid und Triamteren,hydrochlorothiazid triamteren
Hydrocodon,hydrocodon
Hydrocodon und Ibuprofen,hydrocodon ibuprofen
Hydrocodon und Paracetamol,hydrocodon paracetamol
Hydrocortison,hydrocortison
Hydrocortison und Aciclovir,hydrocortison aciclovir
Hydrocortison und Antibiotika,hydrocortison antibiotika
Hydrocortison und Antiinfektiva,hydrocortison antiinfektiva
Hydrocortison und Antiseptika,hydrocortison antiseptika
Hydrocortison und Mydriatika,hydrocortison mydriatika
Hydrocortisonaceponat,hydrocortisonaceponat
Hydrocortisonbuteprat,hydrocortisonbuteprat
Hydrocortisonbutyrat,hydrocortisonbutyrat
Hydrocortisonbutyrat und Antibiotika,hydrocortisonbutyrat antibiotika
Hydrocortisonbutyrat und Antiseptika,hydrocortisonbutyrat antiseptika
Hydroflumethiazid,hydroflumethiazid
Hydroflumethiazid und Kalium,hydroflumethiazid kalium
Hydromorphon,hydromorphon
Hydromorphon mit Spasmolytika,hydromorphon spasmolytika
Hydromorphon und Naloxon,hydromorphon naloxon
Hydrotalcit,hydrotalcit
Hydroxocobalamin,hydroxocobalamin
Hydroxycarbamid,hydroxycarbamid
Hydroxychloroquin,hydroxychloroquin
Hydroxyethylcellulose,hydroxyethylcellulose
Hydroxyethylpromethazin,hydroxyethylpromethazin
Hydroxyethylrutoside,hydroxyethylrutoside
Hydroxyethylsalicylat,hydroxyethylsalicylat
Hydroxyethylstärke,hydroxyethylstaerke
Hydroxylapatit-Keramik,hydroxylapatit keramik
Hydroxymethylchinolinium-methylsalicylat,hydroxymethylchinolinium methylsalicylat
Hydroxyprogesteron,hydroxyprogesteron
Hydroxyprogesteron und Estrogen,hydroxyprogesteron estrogen
"Hydroxypropylsalicylat, Kombinationen",hydroxypropylsalicylat
Hydroxyzin,hydroxyzin
Hymecromon,hymecromon
Hyoscyamin,hyoscyamin
Hyoscyamin und Psycholeptika,hyoscyamin psycholeptika
Hypericum,hypericum
Hypromellose,hypromellose
Hypromellose und Retinol,hypromellose retinol
Ibacitabin,ibacitabin
Ibalizumab,ibalizumab
Ibandronsäure,ibandronsaeure
"Ibandronsäure, Calcium und Colecalciferol, Sequenzialpräparate",ibandronsaeure calcium colecalciferol sequenzialpraeparate
Ibandronsäure und Calcium,ibandronsaeure calcium
Ibandronsäure und Colecalciferol,ibandronsaeure colecalciferol
Ibopamin,ibopamin
Ibrexafungerp,ibrexafungerp
(90Y)Ibritumomabtiuxetan,ibritumomabtiuxetan
Ibrutinib,ibrutinib
Ibudilast,ibudilast
Ibuprofen,ibuprofen
Ibuproxam,ibuproxam
Ibutilid,ibutilid
Icatibant,icatibant
Iclaprim,iclaprim
Icosapent-Ethyl,icosapent ethyl
Icotinib,icotinib
Idanpramin,idanpramin
Idarubicin,idarubicin
Idarucizumab,idarucizumab
Idebenon,idebenon
Idecabtagen vicleucel,idecabtagen vicleucel
Idelalisib,idelalisib
Idoxuridin,idoxuridin
Idrocilamid,idrocilamid
Idursulfase,idursulfase
Idursulfase beta,idursulfase beta
Ifenprodil,ifenprodil
Ifosfamid,ifosfamid
Ilaprazol,ilaprazol
Iloperidon,iloperidon
Iloprost,iloprost
Imatinib,imatinib
Imciromab,imciromab
Imeglimin,imeglimin
Imetelstat,imetelstat
Imidafenacin,imidafenacin
Imidapril,imidapril
Imidazole/Triazole in Kombination mit Corticosteroiden,imidazole triazole kombination corticosteroiden
Imidazolsalicylat,imidazolsalicylat
Imidazolylethanamidoglutarsäure,imidazolylethanamidoglutarsaeure
Imiglucerase,imiglucerase
"Imipenem, Cilastatin und Relebactam",imipenem cilastatin relebactam
Imipenem und Cilastatin,imipenem cilastatin
Imipramin,imipramin
Imipraminoxid,imipraminoxid
Imiquimod,imiquimod
Imlifidase,imlifidase
"Immunglobuline, normal human, zur extravasalen Anwendung",immunglobuline human extravasalen anwendung
"Immunglobuline, normal human, zur intravasalen Anwendung",immunglobuline human intravasalen anwendung
Immunocyanin,immunocyanin
Imolamin,imolamin
Inaktiviertes Herpes-simplex-Virus,inaktiviertes herpes simplex virus
Inclisiran,inclisiran
Indacaterol,indacaterol
"Indacaterol, Glycopyrroniumbromid und Mometason",indacaterol glycopyrroniumbromid mometason
Indacaterol und Glycopyrroniumbromid,indacaterol glycopyrroniumbromid
Indacaterol und Mometason,indacaterol mometason
Indanazolin,indanazolin
Indapamid,indapamid
Indigokarmin,indigokarmin
Indinavir,indinavir
(111In)Indium Antiovariumkarzinomantikörper,indium antiovariumkarzinomantikoerper
(111In)Indiumcapromabpendetid,indiumcapromabpendetid
(111In)Indium(III)pentetat,indium iii pentetat
(111In)Indiumimciromab,indiumimciromab
(111In)Indiumoxinat markierte Zellen,indiumoxinat markierte zellen
(111In)Indiumpentetreotid,indiumpentetreotid
(111In)Indiumsatumomabpendetid,indiumsatumomabpendetid
(111In)Indiumtropolonat markierte Zellen,indiumtropolonat markierte zellen
Indobufen,indobufen
Indocyaningrün,indocyaningruen
Indometacin,indometacin
Indometacin und Antiinfektiva,indometacin antiinfektiva
Indoprofen,indoprofen
Indoramin,indoramin
Inebilizumab,inebilizumab
Infigratinib,infigratinib
Infliximab,infliximab
"Influenza, inaktiviert, ganzes Virus",influenza inaktiviert ganzes virus
"Influenza, inaktiviert, Spaltvirus oder Oberflächenantigen",influenza inaktiviert spaltvirus oberflaechenantigen
